vessel,begin_date,end_date,begin_port_id,end_port_id
12,7/9/2019 4:32,7/19/2019 2:45,104,65
12,7/20/2019 5:51,8/16/2019 7:29,65,97
12,8/17/2019 11:57,9/20/2019 14:42,97,55
12,9/21/2019 17:54,10/18/2019 11:32,55,36
12,10/19/2019 13:30,10/29/2019 5:55,36,10
12,10/30/2019 11:49,11/28/2019 21:46,10,149
13,1/25/2019 19:32,2/15/2019 13:38,55,27
13,2/16/2019 15:35,3/3/2019 22:54,27,138
13,3/5/2019 7:51,4/11/2019 7:15,138,55
13,4/12/2019 13:13,5/4/2019 23:51,55,72
13,5/6/2019 1:31,5/20/2019 1:30,72,104
13,5/21/2019 2:44,6/1/2019 5:33,104,29
13,6/2/2019 23:53,6/16/2019 1:29,29,104
13,6/17/2019 1:32,6/30/2019 5:53,104,13
13,7/2/2019 4:29,7/14/2019 10:30,13,104
13,7/15/2019 10:31,7/27/2019 2:57,104,13
13,7/29/2019 2:54,8/9/2019 17:54,13,104
13,8/10/2019 23:43,8/25/2019 1:28,104,13
13,8/27/2019 4:27,10/2/2019 10:29,13,138
13,10/3/2019 18:59,11/12/2019 21:53,138,32
14,1/20/2019 16:48,2/17/2019 6:17,55,72
14,2/18/2019 4:59,4/30/2019 2:25,72,73
14,5/1/2019 1:26,5/11/2019 1:30,73,51
14,5/12/2019 1:24,5/22/2019 16:27,51,156
14,5/23/2019 16:33,6/2/2019 23:49,156,14
14,6/4/2019 5:50,6/17/2019 2:15,14,99
14,6/18/2019 5:56,6/26/2019 20:46,99,30
14,6/27/2019 20:51,7/28/2019 20:49,30,99
14,7/30/2019 2:55,8/7/2019 22:14,99,151
14,8/9/2019 20:55,10/7/2019 16:31,151,32
14,10/9/2019 2:39,11/21/2019 2:30,32,91
15,1/8/2019 13:47,1/20/2019 7:54,56,10
15,1/21/2019 16:52,2/20/2019 4:54,10,55
15,2/21/2019 4:36,4/17/2019 13:21,55,104
15,4/18/2019 22:16,5/6/2019 23:52,104,75
15,5/8/2019 2:56,6/7/2019 2:54,75,57
15,6/8/2019 7:12,7/3/2019 23:47,57,75
15,7/5/2019 5:52,7/12/2019 19:03,75,92
15,7/13/2019 23:14,7/22/2019 4:30,92,58
15,7/23/2019 4:31,8/25/2019 2:44,58,91
15,8/26/2019 5:45,9/16/2019 5:16,91,126
15,9/17/2019 20:55,10/6/2019 4:28,126,57
15,11/19/2019 5:30,12/19/2019 6:52,57,10
16,1/20/2019 4:43,2/18/2019 16:58,136,46
16,2/19/2019 16:59,3/6/2019 8:27,46,57
16,3/7/2019 13:18,4/18/2019 18:59,57,91
16,4/19/2019 22:18,7/2/2019 20:33,91,55
16,8/25/2019 7:05,10/28/2019 2:43,55,57
16,10/29/2019 4:29,11/27/2019 6:56,57,10
16,11/28/2019 11:30,12/10/2019 9:13,10,20
17,1/7/2019 19:51,2/8/2019 10:53,138,11
17,2/9/2019 22:58,3/12/2019 18:35,11,37
17,3/13/2019 19:51,3/19/2019 9:55,37,27
17,4/7/2019 10:22,4/25/2019 11:10,27,91
17,4/26/2019 14:51,5/27/2019 23:53,91,139
17,5/28/2019 23:48,7/1/2019 16:30,139,138
17,7/3/2019 2:51,8/4/2019 8:46,138,120
17,8/5/2019 11:52,8/26/2019 18:59,120,175
17,8/27/2019 20:53,9/27/2019 20:24,175,7
17,9/28/2019 20:47,11/5/2019 14:32,7,138
18,1/4/2019 1:59,1/17/2019 1:57,121,70
18,1/18/2019 1:59,1/30/2019 19:46,70,32
18,1/31/2019 19:57,2/23/2019 22:45,32,104
18,2/25/2019 1:31,3/7/2019 7:43,104,13
18,3/9/2019 7:59,3/24/2019 9:49,13,104
18,3/25/2019 10:57,4/7/2019 22:26,104,149
18,4/11/2019 22:21,5/13/2019 18:59,149,138
18,5/14/2019 18:59,5/17/2019 8:43,138,83
18,5/18/2019 13:31,5/27/2019 2:43,83,138
18,5/28/2019 5:51,7/14/2019 5:52,138,10
18,7/16/2019 5:50,7/29/2019 11:50,10,120
18,7/30/2019 11:49,8/10/2019 5:43,120,10
18,8/11/2019 13:33,9/29/2019 10:31,10,165
18,10/9/2019 8:50,11/12/2019 2:30,165,58
19,1/18/2019 7:47,2/5/2019 4:42,147,35
19,2/6/2019 13:31,3/1/2019 9:53,35,147
19,3/2/2019 15:49,3/19/2019 21:49,147,23
19,3/21/2019 9:47,4/9/2019 4:18,23,147
19,4/10/2019 6:37,4/30/2019 20:55,147,45
19,5/2/2019 14:56,5/23/2019 3:56,45,147
19,7/12/2019 10:33,7/30/2019 23:49,147,35
19,8/1/2019 5:46,8/23/2019 4:18,35,147
19,8/24/2019 8:42,9/10/2019 16:27,147,23
19,9/12/2019 6:02,10/3/2019 3:56,23,147
19,10/4/2019 7:30,10/21/2019 20:57,147,136
19,10/22/2019 23:46,11/7/2019 5:30,136,147
19,11/8/2019 8:30,11/24/2019 3:54,147,56
19,11/27/2019 12:49,12/10/2019 3:48,56,147
19,12/11/2019 8:31,12/28/2019 19:55,147,23
20,1/15/2019 10:55,1/29/2019 10:49,91,56
20,2/1/2019 16:43,3/3/2019 22:38,56,32
20,3/4/2019 16:53,3/18/2019 9:48,32,149
20,3/20/2019 0:59,4/17/2019 19:23,149,138
20,4/19/2019 16:25,6/15/2019 2:51,138,57
20,6/16/2019 7:30,7/28/2019 8:56,57,104
20,7/29/2019 11:51,8/8/2019 23:42,104,75
20,8/10/2019 4:26,8/22/2019 5:43,75,32
20,8/23/2019 7:31,9/19/2019 2:49,32,104
20,9/20/2019 7:32,10/5/2019 23:47,104,13
20,10/8/2019 2:57,11/4/2019 9:51,13,138
20,11/5/2019 9:54,12/8/2019 21:45,138,54
20,12/10/2019 0:49,12/18/2019 0:51,54,32
21,1/4/2019 7:47,2/4/2019 18:10,23,91
21,2/4/2019 22:43,3/14/2019 11:49,91,138
21,3/16/2019 0:40,3/27/2019 9:59,138,46
21,3/28/2019 9:59,5/21/2019 8:52,46,10
21,5/22/2019 13:31,6/7/2019 10:32,10,138
21,6/8/2019 16:31,8/9/2019 14:49,138,91
21,8/11/2019 13:33,9/12/2019 20:47,91,7
21,9/13/2019 18:59,10/23/2019 18:59,7,138
21,10/26/2019 12:00,12/4/2019 21:48,138,139
22,6/4/2019 11:44,6/6/2019 7:30,10,19
22,6/7/2019 13:32,6/12/2019 7:37,19,10
22,7/21/2019 7:32,8/24/2019 17:42,10,160
22,8/26/2019 13:32,12/3/2019 2:31,160,100
23,1/13/2019 4:45,3/26/2019 11:20,7,10
23,3/27/2019 16:57,4/16/2019 7:18,10,140
23,4/18/2019 7:25,6/20/2019 10:32,140,10
23,6/21/2019 14:55,6/23/2019 7:23,10,19
23,6/24/2019 7:32,7/1/2019 10:31,19,10
23,7/2/2019 20:50,7/24/2019 23:01,10,23
23,7/26/2019 8:46,8/3/2019 0:00,23,59
23,8/4/2019 2:53,8/15/2019 18:20,59,23
23,8/17/2019 1:31,10/3/2019 16:32,23,10
23,10/5/2019 8:05,11/4/2019 20:12,10,7
23,11/5/2019 18:58,11/14/2019 21:56,7,99
23,11/16/2019 0:45,11/24/2019 0:50,99,154
23,11/25/2019 0:49,12/9/2019 0:02,154,59
23,12/10/2019 0:40,12/31/2019 20:06,59,58
24,1/15/2019 18:47,2/19/2019 22:52,160,23
24,2/21/2019 1:57,3/27/2019 15:59,23,160
24,3/29/2019 13:38,4/26/2019 4:30,160,23
24,4/27/2019 7:30,5/23/2019 14:37,23,138
24,5/24/2019 16:32,6/5/2019 17:53,138,20
24,6/7/2019 2:54,6/23/2019 3:22,20,138
24,6/24/2019 8:18,8/4/2019 20:49,138,51
24,8/6/2019 2:57,9/5/2019 8:54,51,138
24,9/6/2019 14:48,10/17/2019 1:31,138,139
24,10/18/2019 17:47,11/22/2019 9:51,139,138
25,1/5/2019 7:52,2/9/2019 21:49,104,156
25,2/11/2019 15:25,2/21/2019 7:58,156,14
25,2/22/2019 5:58,4/4/2019 5:59,14,10
25,4/5/2019 12:02,4/14/2019 16:18,10,120
25,4/15/2019 15:44,5/16/2019 7:31,120,10
25,6/26/2019 13:34,7/17/2019 3:12,10,27
25,7/19/2019 11:48,9/18/2019 20:56,27,23
25,9/20/2019 5:22,10/18/2019 8:44,23,10
25,11/19/2019 5:30,12/3/2019 21:48,10,33
26,2/24/2019 14:37,3/10/2019 15:50,147,140
26,3/12/2019 9:45,3/29/2019 4:39,140,147
26,3/30/2019 13:17,4/12/2019 4:06,147,153
26,4/13/2019 4:23,5/3/2019 4:24,153,147
26,5/4/2019 7:31,5/24/2019 5:31,147,23
26,5/25/2019 1:31,6/21/2019 4:29,23,147
26,8/2/2019 10:31,8/18/2019 19:46,147,23
26,8/20/2019 3:42,9/9/2019 3:46,23,147
26,9/10/2019 11:45,9/25/2019 22:44,147,79
26,9/27/2019 2:45,10/17/2019 4:26,79,147
27,2/15/2019 13:55,3/1/2019 4:06,104,139
27,3/2/2019 4:29,4/2/2019 8:45,139,55
27,4/3/2019 10:12,4/26/2019 19:34,55,11
27,4/27/2019 20:35,5/3/2019 17:29,11,92
27,5/5/2019 0:05,5/10/2019 16:30,92,121
27,5/11/2019 18:59,6/10/2019 17:41,121,91
27,6/12/2019 7:17,7/4/2019 8:41,91,83
27,7/5/2019 14:51,7/12/2019 13:31,83,138
27,7/15/2019 10:32,7/20/2019 8:50,138,83
27,7/21/2019 13:31,7/26/2019 23:50,83,138
27,7/28/2019 1:31,9/21/2019 4:30,138,57
27,9/22/2019 13:30,10/22/2019 20:57,57,51
27,10/23/2019 23:48,11/19/2019 12:01,51,91
28,4/30/2019 16:25,5/10/2019 1:30,91,144
28,5/11/2019 8:55,6/4/2019 8:31,144,91
28,7/26/2019 4:30,8/3/2019 23:53,91,36
28,8/4/2019 23:52,8/17/2019 20:45,36,91
28,8/19/2019 5:44,9/13/2019 22:57,91,174
28,9/17/2019 8:59,10/10/2019 8:49,174,91
28,10/12/2019 1:31,10/23/2019 4:29,91,144
28,10/24/2019 5:55,11/6/2019 16:53,144,91
29,1/8/2019 6:18,1/26/2019 9:13,147,23
29,1/27/2019 13:46,2/14/2019 14:47,23,147
29,2/15/2019 13:57,3/5/2019 7:44,147,23
29,3/6/2019 7:48,3/25/2019 0:13,23,147
29,3/25/2019 15:58,4/11/2019 21:38,147,23
29,4/13/2019 1:17,5/8/2019 3:48,23,147
29,5/9/2019 10:31,5/27/2019 2:40,147,23
29,5/28/2019 2:43,6/14/2019 3:29,23,147
29,6/15/2019 5:55,7/6/2019 8:39,147,23
29,7/7/2019 18:58,7/28/2019 9:49,23,147
29,9/19/2019 1:19,10/5/2019 23:30,147,35
29,10/7/2019 4:28,10/25/2019 4:02,35,147
30,1/27/2019 7:59,3/16/2019 15:40,91,138
30,3/18/2019 9:59,3/30/2019 7:24,138,46
30,3/31/2019 13:26,4/13/2019 13:15,46,160
30,4/15/2019 13:25,5/2/2019 20:40,160,136
30,5/3/2019 23:49,5/17/2019 2:50,136,138
30,5/18/2019 11:56,6/4/2019 20:54,138,136
30,6/5/2019 18:59,7/11/2019 10:32,136,160
30,7/12/2019 16:32,7/22/2019 18:55,160,120
30,7/23/2019 18:59,8/3/2019 23:49,120,138
30,8/5/2019 1:32,9/16/2019 8:45,138,35
30,9/18/2019 20:56,10/8/2019 5:34,35,91
30,10/10/2019 4:31,11/17/2019 21:36,91,29
31,1/5/2019 22:50,2/6/2019 10:59,138,10
31,2/7/2019 15:50,2/17/2019 16:49,10,93
31,2/18/2019 19:50,2/26/2019 1:46,93,138
31,2/27/2019 4:56,3/6/2019 16:46,138,83
31,3/7/2019 22:46,3/11/2019 21:39,83,138
31,3/12/2019 21:45,4/9/2019 22:56,138,11
31,4/11/2019 1:21,5/7/2019 2:54,11,57
31,5/8/2019 8:50,6/10/2019 20:52,57,32
31,6/11/2019 23:46,7/20/2019 9:59,32,91
31,7/21/2019 13:32,8/11/2019 10:26,91,35
31,8/12/2019 20:54,9/4/2019 23:28,35,91
31,9/6/2019 4:32,10/7/2019 23:52,91,138
31,10/9/2019 16:31,11/8/2019 0:41,138,126
32,2/18/2019 16:52,2/27/2019 19:44,91,87
32,2/28/2019 22:27,3/16/2019 20:39,87,91
32,3/18/2019 9:50,4/13/2019 1:14,91,35
32,4/14/2019 7:19,5/1/2019 17:42,35,91
32,5/2/2019 18:59,5/26/2019 2:54,91,45
32,5/27/2019 20:50,6/25/2019 4:31,45,91
32,6/26/2019 23:49,7/24/2019 20:51,91,48
32,7/25/2019 20:50,8/24/2019 1:29,48,91
32,8/25/2019 5:50,9/13/2019 4:11,91,35
32,9/14/2019 5:09,12/7/2019 3:13,35,91
33,1/9/2019 22:58,1/22/2019 7:58,32,154
33,1/23/2019 10:12,2/7/2019 22:46,154,104
33,2/9/2019 1:59,2/24/2019 3:59,104,149
33,2/26/2019 19:59,3/16/2019 18:28,149,32
33,3/18/2019 9:46,4/7/2019 11:40,32,73
33,4/8/2019 13:01,5/23/2019 2:51,73,57
33,5/24/2019 7:31,7/9/2019 2:21,57,91
33,7/10/2019 8:46,8/4/2019 19:56,91,7
33,8/5/2019 18:59,8/31/2019 18:59,7,138
33,9/1/2019 20:47,9/21/2019 23:36,138,84
33,9/24/2019 3:40,10/13/2019 8:47,84,138
33,10/14/2019 17:50,10/21/2019 7:32,138,10
33,10/22/2019 4:31,12/4/2019 8:27,10,104
34,3/3/2019 7:47,3/30/2019 10:10,35,10
34,3/31/2019 13:26,5/29/2019 4:30,10,91
34,7/16/2019 10:30,7/25/2019 7:29,91,140
34,7/27/2019 8:49,8/4/2019 7:31,140,10
34,8/5/2019 11:52,8/22/2019 1:26,10,20
34,8/22/2019 20:41,9/8/2019 17:43,20,91
34,9/10/2019 4:49,10/8/2019 8:33,91,35
34,10/10/2019 6:01,10/30/2019 10:25,35,91
35,1/11/2019 16:47,2/12/2019 13:46,160,15
35,2/14/2019 1:51,3/7/2019 10:43,15,138
35,3/8/2019 16:47,6/22/2019 4:31,138,80
35,6/26/2019 4:31,7/25/2019 10:32,80,160
35,7/26/2019 18:59,8/22/2019 23:44,160,138
35,8/24/2019 1:32,9/4/2019 17:16,138,120
35,9/5/2019 17:38,9/19/2019 13:31,120,160
35,9/20/2019 16:31,10/31/2019 23:47,160,136
35,11/1/2019 20:46,11/17/2019 17:31,136,160
35,11/19/2019 11:30,12/20/2019 21:49,160,58
36,2/20/2019 16:50,2/28/2019 13:50,10,140
36,3/2/2019 13:57,3/10/2019 12:56,140,10
36,4/23/2019 13:28,5/28/2019 7:31,10,97
36,5/29/2019 8:54,7/11/2019 10:33,97,121
36,7/12/2019 13:33,7/21/2019 1:13,121,99
36,7/22/2019 4:30,7/31/2019 23:54,99,30
36,8/1/2019 23:55,8/26/2019 18:49,30,99
36,8/27/2019 23:56,11/1/2019 1:02,99,59
36,11/2/2019 2:19,11/29/2019 2:31,59,104
36,11/30/2019 5:30,12/25/2019 21:54,104,73
37,1/15/2019 16:44,2/27/2019 1:59,55,121
37,2/28/2019 4:59,3/31/2019 15:57,121,10
37,4/1/2019 19:20,4/13/2019 1:15,10,20
37,4/13/2019 22:22,4/28/2019 5:48,20,91
37,4/29/2019 10:30,5/27/2019 4:29,91,126
37,5/28/2019 23:41,8/7/2019 4:31,126,57
37,8/10/2019 1:31,8/22/2019 13:29,57,140
37,8/24/2019 5:56,9/8/2019 9:06,140,138
37,9/9/2019 14:46,10/6/2019 3:21,138,126
37,10/7/2019 20:50,11/3/2019 14:30,126,160
37,11/4/2019 15:58,11/19/2019 15:55,160,36
37,11/20/2019 14:31,12/8/2019 9:47,36,165
38,2/4/2019 10:51,2/21/2019 4:05,140,138
38,2/23/2019 22:33,3/20/2019 14:33,138,140
38,3/22/2019 12:49,5/10/2019 1:31,140,100
38,5/11/2019 4:27,5/20/2019 20:49,100,22
38,5/21/2019 18:58,6/11/2019 17:52,22,100
38,6/13/2019 1:31,6/21/2019 22:29,100,51
38,6/23/2019 1:30,8/11/2019 4:15,51,37
38,8/12/2019 4:30,8/26/2019 14:26,37,23
38,8/27/2019 23:40,11/17/2019 2:31,23,100
38,11/20/2019 11:32,12/3/2019 21:46,100,22
38,12/5/2019 2:30,12/17/2019 18:55,22,100
38,12/19/2019 0:55,12/24/2019 20:57,100,7
39,1/3/2019 16:54,2/22/2019 19:33,57,91
39,2/24/2019 12:42,4/6/2019 1:22,91,104
39,4/7/2019 4:15,4/20/2019 1:30,104,65
39,4/21/2019 1:32,5/4/2019 1:32,65,104
39,5/5/2019 4:32,5/18/2019 5:56,104,13
39,5/19/2019 23:48,6/1/2019 4:31,13,99
39,6/2/2019 5:43,6/12/2019 7:12,99,40
39,6/13/2019 1:32,7/15/2019 23:54,40,160
39,7/17/2019 18:59,8/8/2019 2:48,160,15
39,8/9/2019 11:43,8/26/2019 16:25,15,91
39,8/28/2019 1:31,9/23/2019 2:57,91,29
39,9/24/2019 4:18,10/30/2019 4:30,29,138
39,10/31/2019 17:58,11/18/2019 21:48,138,33
39,11/20/2019 1:00,12/8/2019 11:30,33,160
40,2/14/2019 4:56,2/27/2019 10:58,20,10
40,2/28/2019 16:39,3/11/2019 6:47,10,20
40,3/12/2019 8:21,3/21/2019 9:32,20,37
40,3/22/2019 9:20,4/19/2019 2:15,37,32
40,4/20/2019 3:54,5/11/2019 21:48,32,99
40,5/13/2019 1:02,5/27/2019 23:48,99,18
40,5/29/2019 1:31,6/11/2019 4:55,18,73
40,6/12/2019 2:51,6/30/2019 18:59,73,11
40,7/1/2019 20:43,7/10/2019 23:31,11,99
40,7/12/2019 4:32,7/23/2019 23:51,99,139
40,7/24/2019 23:54,8/16/2019 5:55,139,10
40,8/17/2019 13:30,9/14/2019 17:37,10,45
40,9/16/2019 17:48,10/17/2019 23:54,45,138
40,10/19/2019 14:57,11/22/2019 0:55,138,58
40,11/22/2019 21:59,12/5/2019 3:54,58,99
41,2/11/2019 22:59,4/2/2019 10:19,34,104
41,4/4/2019 0:02,4/15/2019 22:19,104,13
41,4/17/2019 4:13,5/1/2019 8:43,13,104
41,5/2/2019 6:58,5/27/2019 18:53,104,32
41,5/28/2019 20:53,6/9/2019 18:58,32,121
41,6/10/2019 20:52,6/22/2019 3:21,121,32
41,6/23/2019 4:15,7/23/2019 2:52,32,57
41,7/24/2019 4:32,9/7/2019 20:47,57,104
41,9/8/2019 23:56,9/19/2019 2:46,104,154
41,9/20/2019 2:51,10/2/2019 1:30,154,104
41,10/3/2019 2:57,10/17/2019 23:46,104,149
41,10/19/2019 20:51,11/15/2019 8:30,149,10
41,11/16/2019 12:49,12/11/2019 6:53,10,35
42,1/27/2019 23:52,2/25/2019 7:58,7,80
42,2/26/2019 7:59,3/20/2019 10:55,80,10
42,3/21/2019 15:56,4/5/2019 9:00,10,140
42,4/7/2019 10:23,4/23/2019 18:04,140,10
42,4/24/2019 18:59,4/26/2019 7:30,10,19
42,4/27/2019 1:32,4/29/2019 10:29,19,10
42,4/30/2019 8:44,5/2/2019 6:17,10,19
42,5/3/2019 10:30,5/5/2019 7:14,19,10
42,5/6/2019 8:48,5/13/2019 5:52,10,19
42,5/16/2019 5:52,5/18/2019 8:43,19,10
42,5/19/2019 10:31,5/26/2019 7:30,10,19
42,5/27/2019 2:57,5/31/2019 10:50,19,10
